player,pos,team_id
Alvan Adams,PF,PHO
Mark Aguirre,SF,DAL
Danny Ainge,SG,BOS
Chuck Aleksinas,C,GSW
J.J. Anderson,SF,UTA
Ron Anderson,SF,CLE
John Bagley,PG,CLE
James Bailey,PF,NYK
Thurl Bailey,PF,UTA
Greg Ballard,SF,WSB
Gene Banks,SF,SAS
Ken Bannister,PF,NYK
Charles Barkley,PF,PHI
Kent Benson,C,DET
Larry Bird,SF,BOS
Otis Birdsong,SG,NJN
Rolando Blackman,SG,DAL
Cory Blackwell,SF,SEA
Sam Bowie,C,POR
Dudley Bradley,SG,WSB
Mike Bratz,PG,GSW
Randy Breuer,C,MIL
Ron Brewer,SG,TOT
Frank Brickowski,C,SEA
Junior Bridgeman,SF,LAC
Rickey Brown,C,ATL
Tony Brown,SF,IND
Wallace Bryant,C,DAL
Quinn Buckner,PG,BOS
Steve Burtt,SG,GSW
Don Buse,PG,KCK
Michael Cage,PF,LAC
Tony Campbell,SF,DET
Rick Carlisle,SG,BOS
Antoine Carr,PF,ATL
Kenny Carr,PF,POR
M.L. Carr,SF,BOS
Butch Carter,SG,NYK
Howard Carter,SG,DAL
Harvey Catchings,C,LAC
Ron Cavenall,C,NYK
Tom Chambers,PF,SEA
Maurice Cheeks,PG,PHI
Carlos Clark,SG,BOS
Don Collins,SG,WSB
Steve Colter,PG,POR
Lester Conner,PG,GSW
Darwin Cook,PG,NJN
Jeff Cook,PF,TOT
Joe Cooper,C,SEA
Michael Cooper,SG,LAL
Wayne Cooper,C,DEN
Dave Corzine,C,CHI
Charlie Criss,PG,ATL
Pat Cummings,C,NYK
Terry Cummings,PF,MIL
Earl Cureton,C,DET
Quintin Dailey,SG,CHI
Adrian Dantley,SF,UTA
Brad Davis,PG,DAL
Charles Davis,SF,TOT
Johnny Davis,PG,CLE
Walter Davis,SG,PHO
Darryl Dawkins,C,NJN
Darren Daye,SF,WSB
James Donaldson,C,LAC
John Drew,SF,UTA
Larry Drew,PG,KCK
Clyde Drexler,SG,POR
Mike Dunleavy,PG,MIL
T.R. Dunn,SG,DEN
Devin Durrant,SF,IND
Mark Eaton,C,UTA
Jerry Eaves,PG,ATL
Kenton Edelin,SF,IND
Franklin Edwards,PG,LAC
James Edwards,C,PHO
Craig Ehlo,SG,HOU
Dale Ellis,SF,DAL
Chris Engler,C,TOT
Alex English,SF,DEN
Julius Erving,SF,PHI
Mike Evans,SG,DEN
Kenny Fields,SF,MIL
Vern Fleming,PG,IND
Sleepy Floyd,SG,GSW
Phil Ford,PG,HOU
Rod Foster,PG,PHO
World B. Free,SG,CLE
Bill Garnett,PF,IND
George Gervin,SG,SAS
Artis Gilmore,C,SAS
Mike Glenn,SG,ATL
Mike Gminski,C,NJN
Lancaster Gordon,SG,LAC
Stewart Granger,PG,ATL
Butch Graves,SG,CLE
Stuart Gray,C,IND
Rickey Green,PG,UTA
Sidney Green,PF,CHI
Dave Greenwood,PF,CHI
Kevin Grevey,SF,MIL
Darrell Griffith,SG,UTA
Ernie Grunfeld,SF,NYK
Bob Hansen,SG,UTA
Bill Hanzlik,SF,DEN
Derek Harper,PG,DAL
Scott Hastings,PF,ATL
Steve Hayes,C,PHI
Gerald Henderson,PG,SEA
Rod Higgins,SF,CHI
Roy Hinson,PF,CLE
Craig Hodges,SG,MIL
Lionel Hollins,PG,HOU
Michael Holton,SG,PHO
Phil Hubbard,SF,CLE
Jay Humphries,SG,PHO
Geoff Huston,PG,CLE
Marc Iavaroni,PF,TOT
Dan Issel,C,DEN
Ralph Jackson,PG,IND
Clemon Johnson,C,PHI
Dennis Johnson,PG,BOS
Eddie Johnson,SG,ATL
Eddie Johnson,SF,KCK
Frank Johnson,PG,WSB
George Johnson,C,NJN
George Johnson,SF,PHI
Magic Johnson,PG,LAL
Marques Johnson,SF,LAC
Mickey Johnson,PF,GSW
Steve Johnson,C,CHI
Vinnie Johnson,SG,DET
Bobby Jones,PF,PHI
Caldwell Jones,C,CHI
Charles Jones,C,PHO
Charles Jones,C-PF,TOT
Earl Jones,C,LAL
Edgar Jones,PF,TOT
Major Jones,PF,DET
Ozell Jones,C,SAS
Michael Jordan,SG,CHI
Rich Kelley,C,UTA
Clark Kellogg,PF,IND
Greg Kelser,SF,IND
Jerome Kersey,SF,POR
Albert King,SF,NJN
Bernard King,SF,NYK
Reggie King,SF,SEA
Greg Kite,C,BOS
Billy Knight,SF-SG,TOT
Joe Kopicki,PF,DEN
Mitch Kupchak,PF,LAL
Tom LaGarde,C,NJN
Bill Laimbeer,C,DET
Allen Leavell,PG,HOU
Ronnie Lester,PG,LAL
Fat Lever,PG,DEN
Cliff Levingston,PF,ATL
Alton Lister,C,MIL
Lewis Lloyd,SG,HOU
John Long,SG,DET
Sidney Lowe,PG,TOT
John Lucas,PG,HOU
Maurice Lucas,PF,PHO
Kyle Macy,PG,PHO
Rick Mahorn,PF,WSB
Jeff Malone,SG,WSB
Moses Malone,C,PHI
Pace Mannion,SF,UTA
Wes Matthews,PG,CHI
Cedric Maxwell,SF,BOS
Bob McAdoo,C,LAL
Tim McCormick,C,SEA
Rodney McCray,SF,HOU
Scooter McCray,PF,SEA
Hank McDowell,PF,HOU
Mike McGee,SF,LAL
Kevin McHale,PF,BOS
Kevin McKenna,SG,NJN
Tom McMillen,C,WSB
Mark McNamara,C,TOT
Joe Meriweather,C,KCK
Larry Micheaux,PF,TOT
Mike Mitchell,SF,SAS
Paul Mokeski,C,MIL
Sidney Moncrief,PG,MIL
Johnny Moore,PG,SAS
Jay Murphy,PF,LAC
Larry Nance,PF,PHO
Calvin Natt,PF,DEN
Kenny Natt,SG,TOT
Ed Nealy,PF,KCK
Chuck Nevitt,C,LAL
Kurt Nimphius,C,DAL
Norm Nixon,PG,LAC
Audie Norris,C,POR
Mike O'Koren,SF,NJN
Hakeem Olajuwon,C,HOU
Mark Olberding,PF,KCK
Jawann Oldham,C,CHI
Louis Orr,PF,NYK
Robert Parish,C,BOS
Billy Paultz,C,UTA
Jim Paxson,SG,POR
John Paxson,PG,SAS
Sam Perkins,PF,DAL
Jim Petersen,PF,HOU
Ricky Pierce,SG,MIL
Charles Pittman,SF,PHO
Gary Plummer,PF,GSW
David Pope,SF,KCK
Ben Poquette,PF,CLE
Paul Pressey,SF,MIL
Kurt Rambis,PF,LAL
Kelvin Ransey,PG,NJN
Leo Rautins,SF,ATL
Robert Reid,SF,HOU
Clint Richardson,SG,PHI
Micheal Ray Richardson,PG,NJN
Doc Rivers,PG,ATL
Fred Roberts,PF,TOT
Alvin Robertson,SG,SAS
Rick Robey,C,PHO
Cliff Robinson,PF,WSB
Truck Robinson,PF,NYK
Tree Rollins,C,ATL
Lorenzo Romar,PG,TOT
Dan Roundfield,PF,DET
Jeff Ruland,C,WSB
Campy Russell,SF,CLE
Walker Russell,PG,ATL
Ralph Sampson,PF,HOU
Mike Sanders,SF,PHO
Wayne Sappleton,PF,NJN
Danny Schayes,C,DEN
Tom Scheffler,C,POR
John Schweitz,SG,SEA
Alvin Scott,SF,PHO
Byron Scott,SG,LAL
Tom Sewell,SG,WSB
Lonnie Shelton,PF,CLE
Purvis Short,SF,GSW
Jerry Sichting,PG,IND
Jack Sikma,C,SEA
Charlie Sitton,SF,DAL
Tom Sluby,SG,DAL
Derek Smith,SG,LAC
Larry Smith,PF,GSW
Robert Smith,PG,CLE
Ricky Sobers,SG,SEA
Rory Sparrow,PG,NYK
Larry Spriggs,PF,LAL
Terence Stansbury,SG,IND
Brook Steppe,SG,DET
Steve Stipanovich,C,IND
John Stockton,PG,UTA
Jon Sundvold,PG,SEA
Dane Suttle,SG,KCK
Terry Teagle,SG,TOT
Reggie Theus,SG,KCK
Peter Thibeaux,SF,GSW
David Thirdkill,SF,TOT
Isiah Thomas,PG,DET
Jim Thomas,SG,IND
Bernard Thompson,SF,POR
LaSalle Thompson,C,KCK
Mychal Thompson,PF,POR
Paul Thompson,SF,TOT
Otis Thorpe,PF,KCK
Sedale Threatt,PG,PHI
Andrew Toney,SG,PHI
Linton Townes,SF,SAS
Kelly Tripucka,SF,DET
Trent Tucker,SG,NYK
Elston Turner,SF,DEN
Jeff Turner,PF,NJN
Melvin Turpin,C,CLE
Terry Tyler,SF,DET
Darnell Valentine,PG,POR
Kiki Vandeweghe,SF,POR
Pete Verhoeven,PF,KCK
Jay Vincent,PF,DAL
Danny Vranes,SF,SEA
Granville Waiters,C,IND
Darrell Walker,PG,NYK
Bill Walton,C,LAC
Bryan Warrick,PG,LAC
Scott Wedman,SF,BOS
Mark West,C,TOT
Ennis Whatley,PG,CHI
Rory White,PF,LAC
Willie White,SG,DEN
Jerome Whitehead,C,GSW
Mitchell Wiggins,SG,HOU
Jamaal Wilkes,SF,LAL
Dominique Wilkins,SF,ATL
Eddie Lee Wilkins,C,NYK
Jeff Wilkins,C,UTA
Dale Wilkinson,SF-PF,TOT
Buck Williams,PF,NJN
Gus Williams,PG,WSB
Guy Williams,SF,WSB
Herb Williams,C,IND
Kevin Williams,SG,CLE
Ray Williams,PG,BOS
Sam Williams,PF,PHI
Sly Williams,SF,ATL
Kevin Willis,PF,ATL
Michael Wilson,SG,TOT
Othell Wilson,PG,GSW
Randy Wittman,SG,ATL
Al Wood,SG,SEA
Leon Wood,PG,PHI
Mike Woodson,SG,KCK
Orlando Woolridge,SF,CHI
James Worthy,SF,LAL
Danny Young,PG,SEA
Michael Young,SF,PHO
Kareem Abdul-Jabbar,C,LAL
Alvan Adams,C,PHO
Michael Adams,PG,SAC
Mark Aguirre,SF,DAL
Danny Ainge,SG,BOS
Ron Anderson,SF,TOT
John Bagley,PG,CLE
James Bailey,PF,NYK
Thurl Bailey,PF,UTA
Greg Ballard,SF,GSW
Gene Banks,SF,CHI
Ken Bannister,PF,NYK
Charles Barkley,PF,PHI
John Battle,SG,ATL
Benoit Benjamin,C,LAC
Kent Benson,C,DET
Larry Bird,SF,BOS
Otis Birdsong,SG,NJN
Uwe Blab,C,DAL
Rolando Blackman,SG,DAL
Manute Bol,C,WSB
Sam Bowie,C,POR
Dudley Bradley,SG,WSB
Mike Bratz,PG,SAC
Randy Breuer,C,MIL
Ron Brewer,SG,TOT
Frank Brickowski,C,SEA
Junior Bridgeman,SF,LAC
Mike Brittain,C,SAS
Tony Brown,SG,CHI
Wallace Bryant,C,TOT
Quinn Buckner,PG,IND
Michael Cage,PF,LAC
Tony Campbell,SF,DET
Rick Carlisle,SG,BOS
Antoine Carr,PF,ATL
Kenny Carr,PF,POR
Joe Barry Carroll,C,GSW
Butch Carter,SG,TOT
Bill Cartwright,C,NYK
Terry Catledge,PF,PHI
Bobby Cattage,PF,NJN
Tom Chambers,PF,SEA
Lorenzo Charles,SF,ATL
Maurice Cheeks,PG,PHI
Fred Cofield,PG,NYK
Steve Colter,PG,POR
Lester Conner,PG,GSW
Darwin Cook,PG,NJN
Jeff Cook,PF,TOT
David Cooke,PF,SAC
Michael Cooper,SG,LAL
Wayne Cooper,C,DEN
Tyrone Corbin,SF,SAS
Dave Corzine,C,CHI
Ron Crevier,C,TOT
Jeff Cross,PF,LAC
Pat Cummings,C,NYK
Terry Cummings,PF,MIL
Earl Cureton,PF,DET
Quintin Dailey,SG,CHI
Adrian Dantley,SF,UTA
Brad Davis,PG,DAL
Charles Davis,SF,MIL
Johnny Davis,SG,TOT
Walter Davis,SG,PHO
Darryl Dawkins,C,NJN
Darren Daye,SF,WSB
James Donaldson,C,TOT
Larry Drew,PG,SAC
Clyde Drexler,SG,POR
Joe Dumars,SG,DET
T.R. Dunn,SG,DEN
Devin Durrant,SF,PHO
Mark Eaton,C,UTA
Franklin Edwards,PG,LAC
James Edwards,C,PHO
Craig Ehlo,SG,HOU
Dale Ellis,SF,DAL
Alex English,SF,DEN
Julius Erving,SF,PHI
Mike Evans,PG,DEN
Patrick Ewing,C,NYK
Kenny Fields,SF,MIL
Vern Fleming,PG,IND
Sleepy Floyd,PG,GSW
Rod Foster,PG,PHO
World B. Free,SG,CLE
Bill Garnett,PF,IND
George Gervin,SG,CHI
Mike Gibson,PF,DET
Artis Gilmore,C,SAS
Mike Glenn,SG,MIL
Georgi Glouchkov,PF,PHO
Mike Gminski,C,NJN
Lancaster Gordon,SG,LAC
Stuart Gray,C,IND
A.C. Green,PF,LAL
Ken Green,PF,NYK
Kenny Green,SF,TOT
Rickey Green,PG,UTA
Sidney Green,PF,CHI
Dave Greenwood,PF,SAS
Claude Gregory,PF,WSB
Ernie Grunfeld,SF,NYK
Pétur Guðmundsson,C,LAL
Bob Hansen,SG,UTA
Bill Hanzlik,SF,DEN
Derek Harper,PG,DAL
Steve Harris,SG,HOU
Scott Hastings,PF,ATL
Steve Hayes,C,UTA
Gerald Henderson,PG,SEA
Jerome Henderson,C,LAL
Carl Henry,SG,SAC
Rod Higgins,SF,TOT
Roy Hinson,SF,CLE
Craig Hodges,SG,MIL
Michael Holton,PG-SG,TOT
Phil Hubbard,SF,CLE
Alfredrick Hughes,SG,SAS
Jay Humphries,PG,PHO
Geoff Huston,PG,GSW
Marc Iavaroni,PF,TOT
Clemon Johnson,C,PHI
Dennis Johnson,PG,BOS
Eddie Johnson,SF,SAC
Eddie Johnson,SG,TOT
Frank Johnson,PG,WSB
George Johnson,C,SEA
George Johnson,PF,WSB
Ken Johnson,PF,POR
Magic Johnson,PG,LAL
Marques Johnson,SG,LAC
Mickey Johnson,PF,NJN
Steve Johnson,C,SAS
Vinnie Johnson,SG,DET
Bobby Jones,PF,PHI
Caldwell Jones,C,POR
Charles Jones,C,WSB
Charles Jones,PF,PHO
Earl Jones,C,MIL
Edgar Jones,PF,CLE
Ozell Jones,C,LAC
Michael Jordan,SG,CHI
Yvon Joseph,C,NJN
Harold Keeling,SG,DAL
Rich Kelley,C,SAC
Clark Kellogg,PF,IND
Jerome Kersey,SF,POR
Albert King,SF,NJN
Greg Kite,C,BOS
Joe Kleine,C,SAC
Jon Koncak,C,ATL
Mitch Kupchak,PF,LAL
Bill Laimbeer,C,DET
Jeff Lamp,SF,TOT
Allen Leavell,PG,HOU
Keith Lee,PF,CLE
Ronnie Lester,PG,LAL
Fat Lever,PG,DEN
Cliff Levingston,PF,ATL
Alton Lister,C,MIL
Lewis Lloyd,SG,HOU
John Long,SG,DET
John Lucas,PG,HOU
Maurice Lucas,PF,LAL
Kyle Macy,PG,CHI
Rick Mahorn,PF,DET
Jeff Malone,SG,WSB
Karl Malone,PF,UTA
Moses Malone,C,PHI
Pace Mannion,SF,UTA
Bill Martin,SF,IND
Brian Martin,SF-PF,TOT
Wes Matthews,PG,SAS
Cedric Maxwell,SF,LAC
Bob McAdoo,C,PHI
Dwayne McClain,SF,IND
Tim McCormick,C,SEA
Rodney McCray,SF,HOU
Xavier McDaniel,SF,SEA
Ben McDonald,SF,CLE
Hank McDowell,PF,HOU
Mike McGee,SF,LAL
Kevin McHale,PF,BOS
Kevin McKenna,SG,WSB
Billy McKinney,PG,CHI
Tom McMillen,C,WSB
Chris McNealy,PF,NYK
Dirk Minniefield,PG,CLE
Mike Mitchell,SF,SAS
Paul Mokeski,C,MIL
Sidney Moncrief,PG,MIL
Johnny Moore,PG,SAS
Perry Moss,PG,TOT
Chris Mullin,SG,GSW
Jay Murphy,SF,LAC
Larry Nance,PF,PHO
Calvin Natt,PF,DEN
Chuck Nevitt,C,TOT
Kurt Nimphius,PF,TOT
Norm Nixon,PG,LAC
Mike O'Koren,SF,NJN
Charles Oakley,PF,CHI
Hakeem Olajuwon,C,HOU
Mark Olberding,PF,SAC
Jawann Oldham,C,CHI
Louis Orr,SF,NYK
Robert Parish,C,BOS
Jim Paxson,SG,POR
John Paxson,PG,CHI
Sam Perkins,PF,DAL
Jim Petersen,PF,HOU
Michael Phelps,SG,SEA
Ricky Pierce,SG,MIL
Ed Pinckney,SF,PHO
Charles Pittman,PF,PHO
David Pope,SF,SEA
Ben Poquette,PF,CLE
Terry Porter,PG,POR
Paul Pressey,SF,MIL
Kurt Rambis,PF,LAL
Kelvin Ransey,PG,NJN
Blair Rasmussen,C,DEN
Robert Reid,SF,HOU
Jerry Reynolds,SF,MIL
Clint Richardson,SG,IND
Micheal Ray Richardson,PG,NJN
Doc Rivers,PG,ATL
Fred Roberts,PF,UTA
Alvin Robertson,SG,SAS
Rick Robey,C,PHO
Cliff Robinson,SF,WSB
Tree Rollins,C,ATL
Dan Roundfield,PF,WSB
Derrick Rowland,SG,MIL
Jeff Ruland,PF,WSB
Walker Russell,PG,DET
Ralph Sampson,PF,HOU
Mike Sanders,SF,PHO
Danny Schayes,C,DEN
Detlef Schrempf,SF,DAL
Byron Scott,SG,LAL
Carey Scurry,SF,UTA
Lonnie Shelton,PF,CLE
Purvis Short,SF,GSW
Jerry Sichting,PG,BOS
Jack Sikma,C,SEA
Derek Smith,SG,LAC
Larry Smith,PF,GSW
Mike Smrek,C,CHI
Ricky Sobers,SG,SEA
Rory Sparrow,PG,NYK
Larry Spriggs,SF,LAL
Terence Stansbury,SG,IND
Steve Stipanovich,C,IND
Alex Stivrins,SF,SEA
John Stockton,PG,UTA
Greg Stokes,PF,PHI
Jon Sundvold,PG,SAS
Terry Teagle,SG,GSW
Reggie Theus,SG,SAC
Peter Thibeaux,SF,GSW
David Thirdkill,PF,BOS
Isiah Thomas,PG,DET
Jim Thomas,SG,LAC
Bernard Thompson,SG,PHO
LaSalle Thompson,C,SAC
Mychal Thompson,C,POR
Paul Thompson,SF,PHI
Bob Thornton,PF,NYK
Otis Thorpe,PF,SAC
Sedale Threatt,SG,PHI
Wayman Tisdale,PF,IND
Andrew Toney,SG,PHI
Sedric Toney,PG,TOT
Kelly Tripucka,SF,DET
Trent Tucker,SG,NYK
Elston Turner,SG,DEN
Jeff Turner,PF,NJN
Melvin Turpin,C,CLE
Terry Tyler,SF,SAC
Darnell Valentine,PG,TOT
Kiki Vandeweghe,SF,POR
Nick Vanos,C,PHO
Pete Verhoeven,PF,GSW
Jay Vincent,PF,DAL
Sam Vincent,SG,BOS
Danny Vranes,SF,SEA
Granville Waiters,C,HOU
Darrell Walker,PG,NYK
Bill Walton,C,BOS
Bryan Warrick,PG,TOT
Spud Webb,PG,ATL
Scott Wedman,SF,BOS
Bill Wennington,C,DAL
Mark West,C,CLE
Ennis Whatley,PG,TOT
Rory White,SF,LAC
Willie White,SG,DEN
Jerome Whitehead,C,GSW
Mitchell Wiggins,SG,HOU
Jamaal Wilkes,SF,LAC
Dominique Wilkins,SF,ATL
Gerald Wilkins,SG,NYK
Jeff Wilkins,C,TOT
Buck Williams,PF,NJN
Freeman Williams,SG,WSB
Gus Williams,PG,WSB
Guy Williams,PF,GSW
Herb Williams,C,IND
Pete Williams,PF,DEN
Ray Williams,PG,TOT
Sly Williams,SF,BOS
Kevin Willis,PF,ATL
Voise Winters,SF,PHI
Randy Wittman,SG,ATL
Al Wood,SG,SEA
Leon Wood,PG,TOT
Mike Woodson,SG,SAC
Orlando Woolridge,SF,CHI
James Worthy,SF,LAL
Danny Young,PG,SEA
Michael Young,SF,PHI
Kareem Abdul-Jabbar,C,LAL
Alvan Adams,C,PHO
Michael Adams,PG,WSB
Rafael Addison,SF,PHO
Mark Aguirre,SF,DAL
Danny Ainge,SG,BOS
Mark Alarie,PF,DEN
Richard Anderson,PF,HOU
Ron Anderson,SF,IND
John Bagley,PG,CLE
James Bailey,PF,NJN
Thurl Bailey,PF,UTA
Greg Ballard,SF,GSW
Gene Banks,SF,CHI
Charles Barkley,PF,PHI
John Battle,SG,ATL
William Bedford,C,PHO
Benoit Benjamin,C,LAC
Kent Benson,C,UTA
Walter Berry,SF-PF,TOT
Joe Binion,PF,POR
Larry Bird,SF,BOS
Otis Birdsong,SG,NJN
Uwe Blab,C,DAL
Rolando Blackman,SG,DAL
Manute Bol,C,WSB
Sam Bowie,C,POR
Dudley Bradley,SG,MIL
Adrian Branch,SF,LAL
Randy Breuer,C,MIL
Frank Brickowski,PF-C,TOT
Junior Bridgeman,SF,MIL
Mike Brittain,C,SAS
Michael Brooks,SF,IND
Mike Brown,C,CHI
Tony Brown,SG,NJN
Michael Cage,PF,LAC
Tony Campbell,SF,DET
Rick Carlisle,SG,BOS
Antoine Carr,PF,ATL
Kenny Carr,PF,POR
Joe Barry Carroll,C,GSW
Bill Cartwright,C,NYK
Terry Catledge,PF,WSB
Tom Chambers,PF,SEA
Maurice Cheeks,PG,PHI
Fred Cofield,PG,CHI
Ben Coleman,C,NJN
Don Collins,SF,MIL
Steve Colter,PG,TOT
Darwin Cook,SG,WSB
Michael Cooper,SG,LAL
Wayne Cooper,C,DEN
Tyrone Corbin,SF,TOT
Dave Corzine,C,CHI
Pat Cummings,PF,NYK
Terry Cummings,PF,MIL
Earl Cureton,C,TOT
Dell Curry,SG,UTA
Quintin Dailey,SG,LAC
Adrian Dantley,SF,DET
Brad Daugherty,C,CLE
Brad Davis,PG,DAL
Walter Davis,SG,PHO
Darryl Dawkins,C,NJN
Johnny Dawkins,PG,SAS
Darren Daye,SF,TOT
James Donaldson,C,DAL
Bruce Douglas,SG,SAC
Greg Dreiling,C,IND
Larry Drew,PG,LAC
Clyde Drexler,SG,POR
Kevin Duckworth,C,TOT
Joe Dumars,SG,DET
T.R. Dunn,SG,DEN
Mark Eaton,C,UTA
Jerry Eaves,PG,SAC
Franklin Edwards,PG,SAC
James Edwards,C,PHO
Craig Ehlo,SG,CLE
Dale Ellis,SG,SEA
Chris Engler,C,TOT
Alex English,SF,DEN
Julius Erving,SF,PHI
Mike Evans,SG,DEN
Patrick Ewing,PF,NYK
Dave Feitl,C,HOU
Kenny Fields,SF,TOT
Vern Fleming,PG,IND
Sleepy Floyd,PG,GSW
World B. Free,SG,PHI
Kenny Gattison,PF,PHO
Artis Gilmore,C,SAS
Mike Glenn,SG,MIL
Mike Gminski,C,NJN
Grant Gondrezick,SG,PHO
Lancaster Gordon,SG,LAC
Stewart Granger,PG,NYK
Stuart Gray,C,IND
A.C. Green,PF,LAL
Kenny Green,SF,PHI
Rickey Green,PG,UTA
Sidney Green,PF,DET
Dave Greenwood,PF,SAS
Darrell Griffith,SG,UTA
Bob Hansen,SG,UTA
Bill Hanzlik,PF,DEN
Derek Harper,PG,DAL
Ron Harper,SG,CLE
Steve Harris,SG,HOU
Scott Hastings,PF,ATL
Cedric Henderson,PF,TOT
Gerald Henderson,PG,TOT
Jerome Henderson,PF,MIL
Kevin Henderson,PG,GSW
Conner Henry,SG,TOT
Rod Higgins,SF,GSW
Roy Hinson,SF,PHI
Craig Hodges,PG,MIL
Michael Holton,PG,POR
Jeff Hornacek,SG,PHO
Phil Hubbard,SF,CLE
Jay Humphries,PG,PHO
Geoff Huston,PG,LAC
Marc Iavaroni,PF,UTA
Myron Jackson,PG,DAL
Buck Johnson,SF,HOU
Clemon Johnson,C,SEA
Dennis Johnson,PG,BOS
Eddie Johnson,SG,SEA
Eddie Johnson,SF,SAC
Frank Johnson,PG,WSB
Magic Johnson,PG,LAL
Marques Johnson,SF,LAC
Steffond Johnson,PF,LAC
Steve Johnson,C,POR
Vinnie Johnson,SG,DET
Anthony Jones,SF-SG,TOT
Caldwell Jones,PF,POR
Charles Jones,PF,WSB
Michael Jordan,SG,CHI
Clark Kellogg,PF,IND
Tim Kempton,PF,LAC
Jerome Kersey,SF,POR
Albert King,SF,NJN
Bernard King,SF,NYK
Curtis Kitchen,PF,SEA
Greg Kite,C,BOS
Joe Kleine,C,SAC
Jon Koncak,C,ATL
Larry Krystkowiak,PF,SAS
Bill Laimbeer,C,DET
Jim Lampley,C,PHI
Allen Leavell,PG,HOU
Keith Lee,PF,CLE
Fat Lever,PG,DEN
Cliff Levingston,PF,ATL
Alton Lister,C,SEA
Lewis Lloyd,SG,HOU
John Long,SG,IND
John Lucas,PG,MIL
Maurice Lucas,PF,SEA
Kyle Macy,PG,IND
Rick Mahorn,PF,DET
Jeff Malone,SG,WSB
Karl Malone,PF,UTA
Moses Malone,C,WSB
Pace Mannion,SF,NJN
Bill Martin,SF,NYK
Fernando Martín,C,POR
Maurice Martin,SF,DEN
Wes Matthews,PG,LAL
Cedric Maxwell,SF,TOT
Tim McCormick,C,PHI
Rodney McCray,SF,HOU
Scooter McCray,PF,CLE
Xavier McDaniel,SF,SEA
Ben McDonald,PF,GSW
Hank McDowell,PF,MIL
Mike McGee,SF,ATL
Kevin McHale,PF,BOS
Kevin McKenna,SG,NJN
Forrest McKenzie,SF,SAS
Nate McMillan,PG,SEA
Mark McNamara,C,PHI
Chris McNealy,PF,NYK
Cozell McQueen,PF,DET
Dirk Minniefield,PG,TOT
Mike Mitchell,SF,SAS
Paul Mokeski,C,MIL
Sidney Moncrief,SG,MIL
Johnny Moore,PG,SAS
Perry Moss,PG,GSW
Chris Mullin,SG,GSW
Jay Murphy,PF,WSB
Pete Myers,SG,CHI
Larry Nance,PF,PHO
Calvin Natt,PF,DEN
Ed Nealy,PF,SAS
Chuck Nevitt,C,DET
Johnny Newman,SF,CLE
Kurt Nimphius,PF,TOT
Dennis Nutt,PG,DAL
Mike O'Koren,SF,WSB
Charles Oakley,PF,CHI
Hakeem Olajuwon,C,HOU
Mark Olberding,PF,SAC
Jawann Oldham,C,NYK
Louis Orr,SF,NYK
Robert Parish,C,BOS
Jim Paxson,SG,POR
John Paxson,PG,CHI
Sam Perkins,PF,DAL
Chuck Person,SF,IND
Jim Petersen,PF,HOU
Michael Phelps,SG,SEA
Ricky Pierce,SG,MIL
Ed Pinckney,SF,PHO
Dwayne Polee,SG,LAC
Ben Poquette,PF,TOT
Terry Porter,PG,POR
Paul Pressey,SF,MIL
Harold Pressley,SF,SAC
Mark Price,PG,CLE
Kurt Rambis,PF,LAL
Blair Rasmussen,C,DEN
Robert Reid,SG,HOU
Jerry Reynolds,SF,MIL
Clint Richardson,SG,IND
Doc Rivers,PG,ATL
Fred Roberts,PF,BOS
Alvin Robertson,SG,SAS
Cliff Robinson,PF,PHI
Dennis Rodman,SF,DET
Johnny Rogers,PF,SAC
Tree Rollins,C,ATL
Dan Roundfield,PF,WSB
Ron Rowan,SG,POR
Jeff Ruland,PF,PHI
Walker Russell,PG,IND
John Salley,C,DET
Ralph Sampson,PF,HOU
Mike Sanders,SF,PHO
Danny Schayes,C,DEN
Russ Schoene,PF,SEA
Detlef Schrempf,SF,DAL
John Schweitz,SG,DET
Byron Scott,SG,LAL
Carey Scurry,SF,UTA
Brad Sellers,PF,CHI
Purvis Short,SF,GSW
Jerry Sichting,PG,BOS
Jack Sikma,C,MIL
McKinley Singleton,PG,NYK
Scott Skiles,PG,MIL
Clinton Smith,SG,GSW
Derek Smith,SG,SAC
Keith Smith,SG,MIL
Larry Smith,PF,GSW
Otis Smith,SG,DEN
Mike Smrek,C,LAL
Rory Sparrow,PG,NYK
Terence Stansbury,SG,SEA
Brook Steppe,SG,SAC
Steve Stipanovich,C,IND
John Stockton,PG,UTA
Jon Sundvold,PG,SAS
Roy Tarpley,PF,DAL
Jeff Taylor,SG,DET
Terry Teagle,SG,GSW
Reggie Theus,PG,SAC
David Thirdkill,SF,BOS
Isiah Thomas,PG,DET
Bernard Thompson,SF,PHO
Billy Thompson,SF,LAL
LaSalle Thompson,C,SAC
Mychal Thompson,PF,TOT
Bob Thornton,PF,NYK
Otis Thorpe,PF,SAC
Sedale Threatt,PG,TOT
Wayman Tisdale,PF,IND
Andrew Toney,SG,PHI
Kelly Tripucka,SF,UTA
Trent Tucker,SG,NYK
Andre Turner,PG,BOS
Elston Turner,SF,CHI
Jeff Turner,PF,NJN
Melvin Turpin,C,CLE
Terry Tyler,SF,SAC
Darnell Valentine,PG,LAC
Kiki Vandeweghe,SF,POR
Nick Vanos,C,PHO
Pete Verhoeven,PF,IND
Jay Vincent,SF,WSB
Sam Vincent,PG,BOS
Danny Vranes,SF,PHI
